66	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#155.464#155.753
67	блокнитик	блокнитик	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#155.753#156.042
68	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#156.042#156.331
69	писать	писать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#156.331#156.62
70	э	э	INTJ	_	_	_	_	_	@ap1990f-words#@ap1990f#156.62#156.909
71	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#156.909#157.198
72	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#157.198#157.487
73	сцены	сцена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#157.487#157.776
74	которые	который	DET	_	Case=Acc|Gender=Fem|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#157.776#158.065
75	к	к	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#158.065#158.354
76	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#158.354#158.643
77	приходят	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#158.643#158.932
78	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#158.932#159.221
79	что	что	PRON	_	Case=Nom	_	_	_	@ap1990f-words#@ap1990f#159.221#159.51
80	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#159.51#159.799
81	происходить	происходить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#159.799#160.088
82	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#160.088#160.377
83	нашем	наш	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#160.377#160.666
84	выдуманном	выдумнный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#160.666#160.955
85	мире	мир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#160.955#161.244
86	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#161.244#161.533
87	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#161.533#161.822
88	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#161.822#162.111
89	расписали	расписасть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#162.111#162.4
90	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#162.4#162.689
91	даже	даже	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#162.689#162.978
92	посекундно	посекундно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#162.978#163.267
93	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#163.267#163.556
94	но	но	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#163.556#163.845
95	потом	потом	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#163.845#164.134
96	некоторые	некоторый	DET	_	Case=Nom|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#164.134#164.423
97	сцены	сцена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#164.423#164.712
98	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#164.712#165.001
99	выпали	выпасть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#165.001#165.29
100	потому	потому	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#165.29#165.579
101	что	что	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#165.579#165.868
102	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#165.868#166.157
103	честно	честно	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#166.157#166.446
104	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#166.446#166.735
105	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#166.735#167.024
106	смогла	мочь	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#167.024#167.313
107	прочитать	прочитать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#167.313#167.602
108	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#167.602#167.891
109	почерк	почерк	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#167.891#168.205
110	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#173.657#173.942
111	буфетчицу	буфетчица	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#173.942#174.227
112	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#174.227#174.512
113	там	там	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#174.512#174.797
114	придумали	придумать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#174.797#175.082
115	тоже	тоже	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#175.082#175.367
116	только	только	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#175.367#175.652
117	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#175.652#175.937
118	знали	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#175.937#176.222
119	как	как	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#176.222#176.507
120	сделать	cделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#176.507#176.796
121	очень	очень	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#176.851#177.22
122	долго	долго	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#177.22#177.589
123	сомневались	сомневаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@ap1990f-words#@ap1990f#177.589#177.958
124	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#177.958#178.327
125	нужен	нужный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@ap1990f-words#@ap1990f#178.327#178.696
126	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#178.696#179.065
127	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#179.065#179.434
128	нужна	нужный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@ap1990f-words#@ap1990f#179.434#179.803
129	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#179.803#180.172
130	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#180.172#180.541
131	сцена	сцена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#180.541#180.91
132	или	или	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#180.91#181.279
133	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#181.279#181.648
134	нужна	нужный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@ap1990f-words#@ap1990f#181.648#182.017
135	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#182.017#182.386
136	ээ	ээ	INTJ	_	_	_	_	_	@ap1990f-words#@ap1990f#182.386#182.755
137	[нрзб]	[нрзб]	X	_	_	_	_	_	@ap1990f-words#@ap1990f#182.755#183.14
138	сима	сима	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#190.353#217.317
139	да	да	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#217.317#217.545
140	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#217.545#217.773
141	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ap1990f-words#@ap1990f#217.773#218.001
142	очень	очень	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#218.001#218.229
143	долго	долго	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#218.229#218.457
144	топил	топить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#218.457#218.685
145	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#218.685#218.913
146	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#218.913#219.141
147	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#219.141#219.369
148	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#219.369#219.597
149	надо	надо	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#219.597#219.825
150	?	?	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#219.825#220.053
151	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#220.053#220.281
152	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#220.281#220.509
153	надо	надо	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#220.509#220.737
154	что-то	что-то	PRON	_	Case=Acc	_	_	_	@ap1990f-words#@ap1990f#220.737#220.965
155	придумать	придумать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#220.965#221.193
156	что-то	что-то	PRON	_	Case=Acc	_	_	_	@ap1990f-words#@ap1990f#221.193#221.421
157	еще	еще	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#221.421#221.666
158	а	а	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#221.667#221.941
159	у	у	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#221.941#222.215
160	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#222.215#222.489
161	почему-то	почему-то	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#222.489#222.763
162	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#222.763#223.037
163	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#223.037#223.311
164	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#223.311#223.585
165	душа	душа	NOUN	_	Animacy=Inan?|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#223.585#223.859
166	к	к	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#223.859#224.133
167	ней	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@ap1990f-words#@ap1990f#224.133#224.407
168	лежала	лежать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#224.407#224.686
169	но	но	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#224.848#225.044
170	у	у	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#225.044#225.24
171	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#225.24#225.436
172	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#225.436#225.632
173	лежала	лежать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#225.632#225.828
174	душа	душа	NOUN	_	Animacy=Inan?|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#225.828#226.024
175	к	к	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#226.024#226.22
176	котикам	котик	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#226.22#226.418
177	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#226.555#226.953
178	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#226.953#227.351
179	котики	котик	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#227.351#227.749
180	хотя	хотя	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#227.749#228.147
181	все	все	PRON	_	Case=Nom|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#228.147#228.545
182	с	с	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#228.545#228.943
183	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@ap1990f-words#@ap1990f#228.943#229.341
184	угарают	угарать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#229.341#229.739
185	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#229.739#230.137
186	ржут	ржать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#230.137#230.535
187	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#230.535#230.933
188	прям	прямо	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#230.933#231.331
189	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#231.331#231.729
190	знала	знать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#231.729#232.127
191	типа	тип	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#232.127#232.525
192	вот	вот	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#232.525#232.923
193	нужно	нужный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@ap1990f-words#@ap1990f#232.923#233.321
194	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@ap1990f-words#@ap1990f#233.321#233.719
195	или	или	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#233.719#234.117
196	нет	нет	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#234.117#234.515
197	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#234.515#234.913
198	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#234.913#235.311
199	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#235.311#235.709
200	даже	даже	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#235.709#236.107
201	когда	когда	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#236.107#236.505
202	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#236.505#236.903
203	снимали	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#236.903#237.301
204	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@ap1990f-words#@ap1990f#237.301#237.699
205	и	и	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#237.699#238.097
206	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@ap1990f-words#@ap1990f#238.097#238.495
207	привезли	привезти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#238.495#238.893
208	не	не	PART	_	_	_	_	_	@ap1990f-words#@ap1990f#238.893#239.291
209	тех	тот	DET	_	Case=Gen|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#239.291#239.689
210	котов	кот	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ap1990f-words#@ap1990f#239.689#240.087
211	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1990f-words#@ap1990f#240.087#240.485
212	думала	думать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#240.485#240.883
213	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#240.883#241.281
214	господи	господь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#241.281#241.679
215	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#241.679#242.077
216	блин	блин	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#242.077#242.475
217	/	/	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#242.475#242.873
218	почему	почему	ADV	_	Degree=Pos	_	_	_	@ap1990f-words#@ap1990f#242.873#243.271
219	?	?	PUNCT	_	_	_	_	_	@ap1990f-words#@ap1990f#243.271#243.692
220	а	а	CCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#271.029#271.343
221	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ap1990f-words#@ap1990f#271.343#271.657
222	заметили	заметить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1990f-words#@ap1990f#271.657#271.971
223	то	то	SCONJ	_	_	_	_	_	@ap1990f-words#@ap1990f#271.971#272.285
224	что	что	PRON	_	Case=Nom	_	_	_	@ap1990f-words#@ap1990f#272.285#272.599
225	водка	водка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#272.599#272.913
226	в	в	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#272.913#273.227
227	клипе	клип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ap1990f-words#@ap1990f#273.227#273.541
228	у	у	ADP	_	_	_	_	_	@ap1990f-words#@ap1990f#273.541#273.855
